Release Date,Season,Episode,Episode Title,Name,Sentence
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"No, you...You having a go at me? Is that it?"
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,I'm not a Southerner.
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,"You're an impudent little wench, aren't you?"
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,Impudent. It means rude. Disrespectful.
2011-05-29,Season 1,Episode 7,You Win or You Die,theon greyjoy,I thought she was our prisoner.
2011-06-05,Season 1,Episode 8,The Pointy End,theon greyjoy,Lord Frey controls that bridge.
2011-06-05,Season 1,Episode 8,The Pointy End,theon greyjoy,Robb's right.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Or so Walder Frey would have you think.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Just march up to his gates and tell him you're crossing. We've got five times his numbers. You can take the Twins if you have to.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,Or throw you in a dungeon. Or slit your throat.
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,"Kill him, Robb. Send his head to his father. He cut down ten of our men. You saw him."
2011-06-12,Season 1,Episode 9,Baelor,theon greyjoy,The bards will sing songs of their sacrifice.
2011-06-19,Season 1,Episode 10,Fire and Blood,theon greyjoy,"Am l your brother, now and always?"
2011-06-19,Season 1,Episode 10,Fire and Blood,theon greyjoy,"My sword is yours in victory and defeat, from this day until my last day."
2012-04-01,Season 2,Episode 1,The North Remembers,theon greyjoy,"A word, Your Grace?"
2012-04-01,Season 2,Episode 1,The North Remembers,theon greyjoy,It's not so bad once you get used to it.
2012-04-01,Season 2,Episode 1,The North Remembers,theon greyjoy,"The Lannisters are going to reject your terms, you know?"
2012-04-01,Season 2,Episode 1,The North Remembers,theon greyjoy,"We can fight them in the fields as long as you like, but we won't beat them until you take King's Landing. And we can't take King's Landing without ships. My father has ships and men who know how to sail them."
2012-04-01,Season 2,Episode 1,The North Remembers,theon greyjoy,"Men who fought King Robert to free themselves from the yoke of the South, just like you're doing now. I'm his only living son. He'll listen to me. I know he will. I'm not a Stark. I know that. But your father raised me to be an honorable man. We can avenge him together."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"We won't beat them until we take King's Landing, and we can't take King's Landing without ships. My father has ships, and men who know how to sail them."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I'm his only living son. He'll listen to me.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Looks smaller.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,They'll be waiting for me on the docks.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Anyone who matters, , this is a big day for them. They haven't had much to get excited about since I left. It's a hard place the Iron Islands always has been. It's cold and it's wet."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"They say hard places breed hard men, , and hard men rule the world."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Try smiling with your lips closed. . Hmm, better."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I don't blame him.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"Quit talking about your father. He's right about us. Our wives from the Iron Islands, they're for breeding. That's not enough for us. That's why we take saltwives, from the women we capture."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Your place is on this ship.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I haven't paid you.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Pears and oranges. Wine from the Arbor. And the heir to Pyke of the Iron Islands. . The only living son of Balon Greyjoy. . Me.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I need to get to Pyke.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I bet you can.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,None like you.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You don't know what you're like. You need someone to teach you. Know who I am?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Have my things sent up to the castle.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"You should give me the reins, I'm a better rider than you. I've been on horseback for the last nine years."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Don't you worry about my hands. . The sea's in my blood.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"I have a proposal for my father. One that will make him king again. And me after him. You may stay at the castle tonight, if you're lucky."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"An order, from your future king. You can tell your grandchildren about this night."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Father.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,A man. Your blood and your heir.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Lord Stark is gone.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,What's done is done. I've brought you a proposal from Robb Stark.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"If my clothes offend you, I will change them."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Gold.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,My blood is salt and iron.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"The offer he makes, is one I proposed."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,"I've lived with him, hunted with him, fought at his side, he thinks of me as a brother."
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I forget nothing. I remember my brothers. And I remember when my father was a king.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I will lead the attack myself.
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I'm your son. Your only living heir. Who else?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,I told you to wait outside. . How did you get past the guards?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,Yara?
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,She can't lead an attack!
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You're a woman!
2012-04-08,Season 2,Episode 2,The Night Lands,theon greyjoy,You won't stand a chance against the Lannisters on your own.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,What are you doing here?
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,You lying bitch.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,Recognize you? How could I? The last time I saw you- you looked like a fat little boy.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,Why didn't you tell me?
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,Father.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,And what's my role in all this?
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,A ship? You give her thirty and I get one?
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,I'm to fight fishermen?
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,"Father, I fought with Robb Stark. I know his men. He won't give up the North so easily."
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,"What do you know of it, woman? I'm a proven warrior."
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,"I'm not protecting anyone. I just wonder if it's not wiser to wait. Why risk going against the North if they would be our allies? Rise up against them and they could destroy us. But if we pledge fealty to them, they'll give us Casterly Rock."
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,We do not sow.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,"You act as if I volunteered to go. You gave me away, if you remember. The day you bent the knee to Robert Baratheon. After he crushed you. Did you take what was yours then?"
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,You gave me away!
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,Your boy! Your last boy! You gave me away like I was some dog you didn't want anymore. And now you curse me because I've come home.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,I have no other family.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,I would.
2012-04-15,Season 2,Episode 3,What Is Dead May Never Die,theon greyjoy,What is dead may never die.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,You're the crew of the Sea Bitch? I'm your commander. Welcome.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Stop. Stop! Your captain commands you to stop!
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,"The Stony Shore, to raid their villages. There'll be spoils in it for you, and women, if you do your jobs well."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,I do. Your captain.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,"You could do that, take the ship, head out on your own. And I will hunt you down, drag you back here in chains and hang you for a traitor."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Thank you. Kind of you to come see me off.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,You'd better get out there. Wouldn't want her to set sail without you.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Who are you?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Why aren't you with the rest of them? Or did they send you to row me out and dump me halfway in the sea? That would be good for a laugh.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,And how am I supposed to prove myself by pillaging piss-poor fishing villages?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,And yet that's the task my father has given me to prove that I'm a true Iron Islander.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,The Stony Shore's not far from Torrhen's Square.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,"No, we could. We could never hold it for more than a few days. As soon as Winterfell got word that we'd taken Torrhen's Square, the Starks would send their men to take it back. And then-"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Take me to my ship.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I've taken your castle.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,It's Prince Theon now. Get up. You have to get dressed. I've taken Winterfell. I took it. I'm occupying it. I sent men over the walls with grappling claws and ropes.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,To take the castle.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,And he sent me back to Pyke. I'm a Greyjoy. I can't fight for Robb and my father both. Where's Hodor?
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Find the halfwit.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,My men are bringing your people together in the courtyard.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,So you and I can go down and tell them - how you've yielded Winterfell to me.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Yes, you will."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"The castle is mine. But these people are still yours. You'll yield to keep them safe, to keep them alive. That's what a good lord would do. Think carefully about what you want to say."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Louder. Say Prince Theon.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Listen to your little lord, Farlen. He has more sense than you do."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,My father has donned the ancient crown of Salt and Rock and declared himself King of the Iron Islands. He claims the North as well by right of conquest. You are all his subjects.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"If you serve me as loyally as you served Ned Stark, I will be as good to you as he ever was. Betray me, and you will wish you hadn't. Maester Luwin, send a raven to Pyke informing my father of my victory here. And one to Deepwood Motte to my sister. Inform her that she's to bring You are a maester of the Citadel, sworn to serve the Lord of Winterfell, are you not?"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I am the Lord of Winterfell as Bran just informed you. Send the ravens.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I see you've finally learned how to address your betters. What do you want? I was brought here a captive.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I'm the one who took you. What of it?
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Serve me how? I need fighters, not kitchen sluts."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,So you can bury it in my neck? Do you take me for a fool? Get up.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,You'll all go about your tasks as usual. And in a few days' time-
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Ser Rodrik, it grieves me that we meet as foes."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,They are not my people.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"My brothers are dead. They died fighting Stark men, men like you."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Among them, but not one of them. I was his hostage, taken from my home."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,He's not. He's dead. The Seven Kingdoms are at war. And Winterfell is mine.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"You've served this house faithfully, old man. But keep talking and I'll-"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Take him to the cells. Lock him up
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I'll lock him in a cell until he rots.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Ser Rodrik, I sentence you to death!"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,The old man couldn't keep his mouth shut.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"He disrespected me in front of my men. That was his decision, not mine."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,You'll address me as Prince Theon or you'll be next.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"You don't give commands anymore, little lord."
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Any last words, old man?"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Why on earth would I trust the word of a lying little savage like you?
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,All wildlings are liars and savages with no loyalty to anything or anyone.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,How? And don't tell me to put a spear in your hand.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"I'm a prince now, and you'd do well-"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Like what?
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,You know things? Like what? How to eat dirt?
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,Wait outside.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I always wondered what you had under there.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,I'm not killing you. That's your price.
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"What do you want then, other than your miserable life?"
2012-05-06,Season 2,Episode 6,The Old Gods and the New,theon greyjoy,"Well, you shall have it, then. But only if you serve me well."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"A cripple? You let a cripple escape? The boy can't walk, but somehow he slipped past you?"
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"The giant? Hodor? Oh, that's all right, then. You let a halfwit escape with a cripple. And Rickon, too? The little one?"
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Right. Get the horses and the hounds.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Enjoying your first hunt?
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"With hunting, there's blood at the end."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"I was a little boy when I was torn away from my home and brought here. So I kept my word. I never ran away. If I find them soon enough, I won't hurt them. Well, I'll hurt them, but I won't kill them."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,They have no value to me missing.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"Robb's in the Riverlands. My sister's in Deepwood Motte. She'll get here long before they do. And Ned Stark always said 500 men could hold Winterfell again 10,000."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"The hounds have the scent. Come, Maester, don't look so grim. It's all just a game."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Try again.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"I'm looking at spending the rest of my life being treated like a fool and a eunuch by my own people. Ask yourself, is there anything I wouldn't do to stop that from happening? The hounds will find the scent again. I'll beat them until they do. I'll whip every man here until I have both those boys in hand. And once I've got them, the pampered little shits It's better to be cruel than weak."
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Where are they?
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,The Stark boys. Where are they?
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Think harder.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Go back to Winterfell. Take him back.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,I told you what would happen. All of you. I told you what would happen if you served me loyally. And what would happen if you did not.
2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"If there are any who still question whether your new lord means what he says, here is the answer to your question."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Envy isn't attractive.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,You should be proud of your brother's achievement. I took the great castle of Winterfell with twenty men.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,"I treated the Stark boys with honor, and they repaid me with treachery."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Before I had to kill them- I treated them-
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Exactly.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,They made me a promise
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Don't call me
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,"If I hadn't killed them, the Northerners would think me weak."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,I'm warning you.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,You haven't brought enough men. How am I supposed to defend Winterfell with just this lot?
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Is this a joke? Winterfell is the heart of the North.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,He won't find out. We've killed all the ravens. We have all the horses. I've taken Winterfell. And I will keep Winterfell.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,I don't intend to die.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,We should bury them.
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,"If they haven't got the damn message yet, a few more days won't help. As you say. But it don't hurt to let 'em rot a while longer."
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,theon greyjoy,Gold for the farmer. For his trouble.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"I will kill that man. I don't care how many arrows they feather me with, how many spears they run through me, I will kill that horn-blowing cunt before I fall."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,I know I'm surrounded. I know that because I stood on the battlements and saw I was surrounded.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"Thank you, wise bald man. Thank you for explaining siege tactics to me."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,No word from my father?
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,Send more ravens.
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,The first time I saw Winterfell-
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"First time I saw Winterfell, it looked like something that had been here for thousands of years and would be here for thousands of years after I was dead. I saw it and I thought, ""Of course, Ned Stark crushed our rebellion and killed my brothers. ""We never stood a chance against the man who lives here."""
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"Yes, my captors were so very kind to me. You love reminding me of that. Everyone in this frozen pile of shit has always loved reminding me of that. You know what it's like to be told how lucky you are to be someone's prisoner? To be told how much you owe them? And then to go back home to your real father"
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"I will kill that man. I swear to the Drowned God, the Old Gods, the New Gods, to every fucking god in every fucking heaven, I will kill that man."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"And what's your counsel, trusted friend?"
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,"There's nowhere to run. I'd never make it back to the Iron Islands. And even if I did, even if by some miracle I slipped through the lines and made it home, I'd be a coward. The Greyjoy who ran. The shame of the family."
2012-06-03,Season 2,Episode 10,Valar Morghulis,theon greyjoy,I won't make it to the Wall. I won't make it ten feet past the Winterfell gates.
